arm,scenario,model_key,seed,parameter_count,parameter_bytes,train_steps,declared_train_steps,train_steps_match_declared,num_updates,num_rounds_logged,cloud_bytes,edge_local_bytes,total_bytes,cloud_megabytes,edge_local_megabytes,total_megabytes,num_transfers,eval_action_histogram_entropy,mean_action_histogram_entropy,mean_background_fairness,mean_collision_rate,mean_episode_return,mean_eval_return,mean_mean_dt,mean_num_background_users_mean,mean_policy_entropy_nats,mean_sim_time,mean_spectrum_utilization,mean_steps,mean_success_rate,num_eval_episodes,std_action_histogram_entropy,std_background_fairness,std_collision_rate,std_episode_return,std_mean_dt,std_num_background_users_mean,std_policy_entropy_nats,std_sim_time,std_spectrum_utilization,std_steps,std_success_rate,max_first_epoch_ratio_deviation,final_round_mean_policy_loss,final_round_mean_value_loss,final_round_mean_entropy,final_round_mean_rollout_return,config_clients_per_edge,config_cloud_rounds,config_device,config_edge_rounds_per_cloud_round,config_eval_episodes,config_flat_rounds,config_horizon,config_local_num_envs,config_local_phases_per_client,config_local_steps,config_model_key,config_num_clients,config_num_edges,config_scenario,config_total_env_steps_per_arm,wall_seconds
flat_federated,non_stationary,ppo_ltc_cfc,307,39825,159300,36864,36864,True,48,6,16567200.0,0.0,16567200.0,16.5672,0.0,16.5672,104.0,0.0,0.0,0.9077390780389265,0.6708984375,-57.99716508122063,-57.99716508122063,1.0,4.0,2.0714630994480103,64.0,0.12738507648876576,64.0,0.3291015625,32.0,0.0,0.06160430649384739,0.16223580818825445,28.839665295655273,0.0,0.0,5.318093342530948e-05,0.0,0.0756370474783283,0.0,0.16223580818825445,4.76837158203125e-07,-0.0090637055739838,90.63908674319586,2.0654694239298506,-62.623509883880615,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,212.28787824200117
flat_federated,non_stationary,ppo_ltc_cfc,401,39825,159300,36864,36864,True,48,6,16567200.0,0.0,16567200.0,16.5672,0.0,16.5672,104.0,0.08048483706800685,0.08048483706800685,0.8790892576484386,0.7275390625,-68.031027800086,-68.031027800086,1.0,4.0,2.069022369454615,64.0,0.10223217208462633,64.0,0.2724609375,32.0,0.0,0.08507866849354281,0.14143308943320546,24.417053518819703,0.0,0.0,3.483229235770647e-05,0.0,0.05513213968055558,0.0,0.14143308943320546,7.152557373046875e-07,-0.007882713114364986,91.12582697470984,2.063620066891114,-62.870670795440674,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,213.58092445500006
flat_federated,non_stationary,ppo_ltc_cfc,499,39825,159300,36864,36864,True,48,6,16567200.0,0.0,16567200.0,16.5672,0.0,16.5672,104.0,0.0,0.0,0.8924546213705369,0.65625,-55.70140149123334,-55.70140149123334,1.0,4.0,2.046775374095887,64.0,0.1332443368458792,64.0,0.34375,32.0,0.0,0.0816704068064035,0.14505816115333706,25.23182437970891,0.0,0.0,5.305545617709881e-05,0.0,0.05985068538062874,0.0,0.14505816115333706,5.960464477539062e-07,-0.00787829901673831,91.95769635836282,2.0444022988279658,-64.07437467575073,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,211.97935009699722
flat_federated,non_stationary,ppo_ltc_cfc,601,39825,159300,36864,36864,True,48,6,16567200.0,0.0,16567200.0,16.5672,0.0,16.5672,104.0,0.0,0.0,0.8879997005967009,0.7080078125,-65.49463813672457,-65.49463813672457,1.0,4.0,2.0640241276705638,64.0,0.11187271358927736,64.0,0.2919921875,32.0,0.0,0.09076421511024507,0.13075365949071882,23.230254120695143,0.0,0.0,5.64762131795607e-05,0.0,0.0534920920299314,0.0,0.13075365949071882,4.76837158203125e-07,-0.0074373894519036785,86.15579919020335,2.0552707239985466,-61.59900236129761,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,211.48043003299972
hierarchical_federated,non_stationary,ppo_ltc_cfc,7,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.905184611917043,0.7041015625,-63.80846319177524,-63.80846319177524,1.0,4.0,2.050556633505039,64.0,0.11364057291775717,64.0,0.2958984375,32.0,0.0,0.060849502955769755,0.15093183360708268,26.894991065191913,0.0,0.0,8.131307702803574e-05,0.0,0.06171094572982492,0.0,0.15093183360708268,7.152557373046875e-07,-0.007943594107726899,91.59341061115265,2.045364435762167,-63.21347904205322,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,218.50777138400008
hierarchical_federated,non_stationary,ppo_ltc_cfc,19,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.9048306861761305,0.70751953125,-65.0773492452269,-65.0773492452269,1.0,4.0,2.0634397038957104,64.0,0.11267222586651808,64.0,0.29248046875,32.0,0.0,0.06381624996240984,0.14695156617785338,26.870531156184708,0.0,0.0,6.047634428350628e-05,0.0,0.0631124017008205,0.0,0.14695156617785338,7.152557373046875e-07,-0.0074584267325311275,88.57228598992029,2.0574779585003853,-62.242886543273926,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,222.4766326099998
hierarchical_federated,non_stationary,ppo_ltc_cfc,23,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.9050121467903292,0.72998046875,-67.56798537579272,-67.56798537579272,1.0,4.0,2.0531806681538,64.0,0.10460614696539605,64.0,0.27001953125,32.0,0.0,0.05682878408107172,0.1329407913812067,22.764892827256023,0.0,0.0,3.5411424418012084e-05,0.0,0.05416186813966235,0.0,0.1329407913812067,4.76837158203125e-07,-0.008272860207701646,89.82699818412463,2.0466452464461327,-62.40024709701538,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,227.67050604299948
hierarchical_federated,non_stationary,ppo_ltc_cfc,41,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.8920259928422989,0.703125,-62.96758991220722,-62.96758991220722,1.0,4.0,2.0559109379537404,64.0,0.11617483692969469,64.0,0.296875,32.0,0.0,0.07750836897767321,0.17342166312830556,30.222185995777796,0.0,0.0,5.23626255300386e-05,0.0,0.07243476636400108,0.0,0.17342166312830556,4.76837158203125e-07,-0.007672089207214109,91.63944842418034,2.0469184865554175,-63.53110122680664,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,216.5002724299993
hierarchical_federated,non_stationary,ppo_ltc_cfc,89,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.8803336980887471,0.70849609375,-64.65329034652142,-64.65329034652142,1.0,4.0,2.0137793263420463,64.0,0.11254883881658224,64.0,0.29150390625,32.0,0.0,0.07343555343035157,0.14613809983376155,25.52209127005419,0.0,0.0,5.7865996683739286e-05,0.0,0.06064568121655996,0.0,0.14613809983376155,4.76837158203125e-07,-0.006771482121015046,95.17097671826681,2.0052899066358805,-64.3087911605835,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,233.12478695000027
hierarchical_federated,non_stationary,ppo_ltc_cfc,101,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.904340207539497,0.67529296875,-59.630884376171394,-59.630884376171394,1.0,4.0,2.047751210280694,64.0,0.1200621186839175,64.0,0.32470703125,32.0,0.0,0.0690765139746742,0.13681550008622112,24.61319292533007,0.0,0.0,8.656406426879812e-05,0.0,0.06469830683438954,0.0,0.13681550008622112,5.960464477539062e-07,-0.006195973275775183,89.57348666588464,2.038586291174094,-62.71014738082886,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,224.98710400100026
hierarchical_federated,non_stationary,ppo_ltc_cfc,137,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.8969442621913355,0.6962890625,-63.05592387219552,-63.05592387219552,1.0,4.0,2.0628922909963876,64.0,0.11500581009753932,64.0,0.3037109375,32.0,0.0,0.08783052178881318,0.1302567455573169,22.99762782499747,0.0,0.0,3.8885833575548056e-05,0.0,0.056644436753758014,0.0,0.1302567455573169,5.960464477539062e-07,-0.010031189878645819,87.39281013607979,2.053081105152766,-62.49916410446167,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,219.37860967000233
hierarchical_federated,non_stationary,ppo_ltc_cfc,211,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.08048483706800685,0.08048483706800685,0.8753599573428446,0.7353515625,-68.97489879678795,-68.97489879678795,1.0,4.0,2.0526758916676044,64.0,0.10716680298721175,64.0,0.2646484375,32.0,0.0,0.0892146985899685,0.13958696199321802,24.403234535465,0.0,0.0,5.165150154193837e-05,0.0,0.05864643464341415,0.0,0.13958696199321802,4.76837158203125e-07,-0.008947206227579347,94.80006390810013,2.037225971619288,-64.50545072555542,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,224.94733009700212
hierarchical_federated,non_stationary,ppo_ltc_cfc,307,39825,159300,36864,36864,True,48,6,2230200.0,15292800.0,17523000.0,2.2302,15.2928,17.523,110.0,0.0,0.0,0.90439285984717,0.7275390625,-66.98543432682882,-66.98543432682882,1.0,4.0,2.0751395290717483,64.0,0.10887672046894269,64.0,0.2724609375,32.0,0.0,0.057325004336591205,0.13321042753993056,24.09371830125372,0.0,0.0,4.0244614335496146e-05,0.0,0.05778098177835153,0.0,0.13321042753993056,4.76837158203125e-07,-0.009262689594076317,95.52121559778848,2.0638859942555428,-65.29687309265137,4.0,3.0,cpu,2.0,32.0,6.0,64.0,12.0,6.0,768.0,ppo_ltc_cfc,8.0,2.0,non_stationary,36864.0,252.7764588459977
