episode_reward,spectrum_utilization,collision_rate,success_rate,wall_clock_proxy_time,policy_entropy,background_fairness,steps,train_step,episode_length,wall_clock_training_seconds
-68.11938028037551,0.09471920458599925,0.765625,0.234375,64.0,2.0548768043518066,0.9981738924980164,64.0,64.0,64.0,0.30728468706365675
-86.1087706573308,0.05211282684467733,0.875,0.125,64.0,2.0356736183166504,0.999828577041626,64.0,128.0,64.0,0.29115122102666646
-75.16088905148207,0.07324445643462241,0.796875,0.203125,64.0,1.90682053565979,0.9978048205375671,64.0,192.0,64.0,0.3316813629353419
-59.825079124793426,0.10926511092111468,0.71875,0.28125,64.0,1.9260997772216797,0.9972760677337646,64.0,256.0,64.0,0.28538491390645504
-74.63228665925566,0.0727694199886173,0.796875,0.203125,64.0,2.0437119007110596,0.9982231855392456,64.0,320.0,64.0,0.2870951700024307
-78.20327083468439,0.06961197918280959,0.828125,0.171875,64.0,1.9114563465118408,0.9983182549476624,64.0,384.0,64.0,0.2912284060148522
-69.09251289218665,0.08984320005401969,0.765625,0.234375,64.0,1.8134593963623047,0.9972710013389587,64.0,448.0,64.0,0.2896991140441969
-90.9375909540802,0.031014938838779926,0.90625,0.09375,64.0,2.0219054222106934,0.9958847761154175,64.0,512.0,64.0,1.6085153040476143
-80.10643800040707,0.06875278824009001,0.84375,0.15625,64.0,2.0581679344177246,0.9995289444923401,64.0,576.0,64.0,0.3112770200241357
-52.115728106536,0.12967937788926065,0.6875,0.3125,64.0,1.9737179279327393,0.9977758526802063,64.0,640.0,64.0,0.32664434204343706
-64.33417576439679,0.11053565237671137,0.734375,0.265625,64.0,2.013091802597046,0.9983182549476624,64.0,704.0,64.0,0.29260307596996427
-86.680984415859,0.04986980417743325,0.875,0.125,64.0,2.0475029945373535,0.9968990683555603,64.0,768.0,64.0,0.29085872403811663
-49.67127919811758,0.13288423605263233,0.65625,0.34375,64.0,2.030698299407959,0.9992430806159973,64.0,832.0,64.0,0.2880036609712988
-74.18992437701677,0.07173298276029527,0.78125,0.21875,64.0,1.977928876876831,0.9995101094245911,64.0,896.0,64.0,0.2866348309908062
-82.53199640680104,0.05040653748437762,0.84375,0.15625,64.0,1.9339802265167236,0.9991393089294434,64.0,960.0,64.0,0.28439579298719764
-80.91983218211683,0.05829874565824866,0.828125,0.171875,64.0,1.9962549209594727,0.999912679195404,64.0,1024.0,64.0,1.9438583120936528
-71.06896425895397,0.07288800552487373,0.765625,0.234375,64.0,1.9967550039291382,0.9986765384674072,64.0,1088.0,64.0,0.291674246895127
-84.63589680697774,0.04720746702514589,0.859375,0.140625,64.0,1.839866042137146,0.9972968697547913,64.0,1152.0,64.0,0.28993570106104016
-58.564988246746374,0.11321690841577947,0.703125,0.296875,64.0,1.9231418371200562,0.9992884993553162,64.0,1216.0,64.0,0.2899325330508873
-85.16196693275126,0.0532290400005877,0.859375,0.140625,64.0,1.9040545225143433,0.9998151063919067,64.0,1280.0,64.0,0.2979258199920878
-75.78931587766859,0.0662960063200444,0.796875,0.203125,64.0,1.938584804534912,0.9982859492301941,64.0,1344.0,64.0,0.2991881169145927
-54.357530152425156,0.11968404706567526,0.671875,0.328125,64.0,1.9614508152008057,0.9978134036064148,64.0,1408.0,64.0,0.2939849030226469
-65.9745112951845,0.09565274906344712,0.75,0.25,64.0,1.8880577087402344,0.9971208572387695,64.0,1472.0,64.0,0.2907911860384047
-73.80208952166143,0.0687430128455162,0.78125,0.21875,64.0,1.828324317932129,0.9993626475334167,64.0,1536.0,64.0,1.6507126850774512
-78.82785081155599,0.06343533704057336,0.828125,0.171875,64.0,1.9166113138198853,0.9970089793205261,64.0,1600.0,64.0,0.3084468600573018
-65.85981316361577,0.1025964324362576,0.75,0.25,64.0,1.771575927734375,0.9989975094795227,64.0,1664.0,64.0,0.2991371969692409
-81.2816808279604,0.06317619001492858,0.828125,0.171875,64.0,1.827193021774292,0.9988014101982117,64.0,1728.0,64.0,0.29277655796613544
-73.651051540114,0.07311344356276095,0.796875,0.203125,64.0,1.7305924892425537,0.9975629448890686,64.0,1792.0,64.0,0.2907298080390319
-78.76188742658121,0.06716444552876055,0.828125,0.171875,64.0,1.8232522010803223,0.9985703229904175,64.0,1856.0,64.0,0.3231590159703046
-76.0206360993907,0.060737011255696416,0.796875,0.203125,64.0,1.9340908527374268,0.9994900822639465,64.0,1920.0,64.0,0.3305909320479259
-75.45463198125366,0.06879367481451482,0.796875,0.203125,64.0,1.8324291706085205,0.9994162321090698,64.0,1984.0,64.0,0.3458991600200534
-77.50110453069213,0.065474146977067,0.8125,0.1875,64.0,1.7229310274124146,0.9982728958129883,64.0,2048.0,64.0,1.765170035068877
-79.87576283477252,0.05213122465647757,0.828125,0.171875,64.0,1.8238716125488281,0.999510645866394,64.0,2112.0,64.0,0.31607925798743963
-85.36634618043902,0.051542744506150484,0.859375,0.140625,64.0,1.743931770324707,0.9954560995101929,64.0,2176.0,64.0,0.31665038398932666
-72.24316093996168,0.07795305643230677,0.796875,0.203125,64.0,1.7281190156936646,0.9983767867088318,64.0,2240.0,64.0,0.31535572896245867
-75.23825073167683,0.0769323268905282,0.796875,0.203125,64.0,1.679461121559143,0.9998151063919067,64.0,2304.0,64.0,0.2953338969964534
-67.08998081460598,0.09426377969793975,0.75,0.25,64.0,1.7939262390136719,0.9981173872947693,64.0,2368.0,64.0,0.3533213830087334
-69.98871624059974,0.10031365882605314,0.765625,0.234375,64.0,1.6655843257904053,0.9948241114616394,64.0,2432.0,64.0,0.37541700107976794
-71.12245492711668,0.08071550424210727,0.765625,0.234375,64.0,1.6945699453353882,0.9923537969589233,64.0,2496.0,64.0,0.3168322959681973
-82.31403061896562,0.052406758069992065,0.859375,0.140625,64.0,1.8025761842727661,0.9997047781944275,64.0,2560.0,64.0,1.5907203739043325
-90.3052880186588,0.04054554831236601,0.890625,0.109375,64.0,1.5889437198638916,0.9967553615570068,64.0,2624.0,64.0,0.28313827898819
-72.0120643068105,0.08432647259905934,0.796875,0.203125,64.0,1.6429890394210815,0.9995289444923401,64.0,2688.0,64.0,0.2852029950590804
-59.16927404738967,0.11208791728131473,0.703125,0.296875,64.0,1.7999763488769531,0.9991360306739807,64.0,2752.0,64.0,0.2846561890328303
-73.95994179509582,0.07811916689388454,0.796875,0.203125,64.0,1.8260401487350464,0.9983767867088318,64.0,2816.0,64.0,0.3267057139892131
-68.73201537001883,0.08141294051893055,0.765625,0.234375,64.0,1.745165228843689,0.9999326467514038,64.0,2880.0,64.0,0.35342683806084096
-37.40689549916425,0.17555791162885725,0.59375,0.40625,64.0,1.589381456375122,0.9961005449295044,64.0,2944.0,64.0,0.30404638906475157
-59.233110472187434,0.10876045562326908,0.71875,0.28125,64.0,1.7707078456878662,0.9993146061897278,64.0,3008.0,64.0,0.3754150129389018
-64.12902672328056,0.10062889591790736,0.734375,0.265625,64.0,1.7298963069915771,0.9937775135040283,64.0,3072.0,64.0,2.1252686489606276
