comparison_id,family,scenario,label_a,label_b,n_pairs,mean_a,mean_b,mean_difference,ci_low,ci_high,ci_level,p_value,p_method,holm_adjusted_p,significant,cliffs_delta,cliffs_delta_magnitude,verdict,interval_contains_zero,description
F5_learning_check:ppo_mlp:trained_vs_untrained:non_stationary,F5_learning_check,non_stationary,ppo_mlp(trained),ppo_mlp(untrained),12,-62.491041,-64.285847,1.794806,-2.417039,5.936978,0.95,0.436523,exact_sign_flip,1.0,False,0.25,small,no_detectable_difference,True,"ppo_mlp(trained) vs ppo_mlp(untrained) on non_stationary: no detectable difference (mean difference 1.795, 95% CI [-2.417, 5.937], p=0.437 (exact_sign_flip), n=12)."
F5_learning_check:ppo_transformer:trained_vs_untrained:non_stationary,F5_learning_check,non_stationary,ppo_transformer(trained),ppo_transformer(untrained),12,-61.931212,-63.747409,1.816197,-1.462834,5.337242,0.95,0.348145,exact_sign_flip,1.0,False,0.097222,negligible,no_detectable_difference,True,"ppo_transformer(trained) vs ppo_transformer(untrained) on non_stationary: no detectable difference (mean difference 1.816, 95% CI [-1.463, 5.337], p=0.348 (exact_sign_flip), n=12)."
F5_learning_check:ppo_cfc:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_cfc(trained),ppo_cfc(untrained),12,-52.801576,-49.493862,-3.307715,-8.477159,1.15072,0.95,0.236328,exact_sign_flip,1.0,False,-0.375,medium,no_detectable_difference,True,"ppo_cfc(trained) vs ppo_cfc(untrained) on stationary: no detectable difference (mean difference -3.308, 95% CI [-8.477, 1.151], p=0.236 (exact_sign_flip), n=12)."
F5_learning_check:ppo_cfc_dtblind:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_cfc_dtblind(trained),ppo_cfc_dtblind(untrained),12,-49.689345,-50.43476,0.745415,-2.95659,4.39289,0.95,0.702148,exact_sign_flip,1.0,False,-0.027778,negligible,no_detectable_difference,True,"ppo_cfc_dtblind(trained) vs ppo_cfc_dtblind(untrained) on stationary: no detectable difference (mean difference 0.745, 95% CI [-2.957, 4.393], p=0.702 (exact_sign_flip), n=12)."
F5_learning_check:ppo_gru:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_gru(trained),ppo_gru(untrained),12,-52.972068,-49.107929,-3.864139,-6.9896,-0.585302,0.95,0.04834,exact_sign_flip,1.0,False,-0.444444,medium,favours_b,False,"ppo_gru(trained) scored 3.864 lower than ppo_gru(untrained) on stationary (95% CI [-6.990, -0.585], p=0.048 (exact_sign_flip), n=12, Cliff's delta -0.444 [medium])."
F5_learning_check:ppo_ltc:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_ltc(trained),ppo_ltc(untrained),12,-51.054816,-50.577064,-0.477752,-2.892052,2.056802,0.95,0.726562,exact_sign_flip,1.0,False,-0.138889,negligible,no_detectable_difference,True,"ppo_ltc(trained) vs ppo_ltc(untrained) on stationary: no detectable difference (mean difference -0.478, 95% CI [-2.892, 2.057], p=0.727 (exact_sign_flip), n=12)."
F5_learning_check:ppo_ltc_cfc:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_ltc_cfc(trained),ppo_ltc_cfc(untrained),12,-51.611391,-49.807062,-1.804329,-4.190391,0.492456,0.95,0.179688,exact_sign_flip,1.0,False,-0.305556,small,no_detectable_difference,True,"ppo_ltc_cfc(trained) vs ppo_ltc_cfc(untrained) on stationary: no detectable difference (mean difference -1.804, 95% CI [-4.190, 0.492], p=0.180 (exact_sign_flip), n=12)."
F5_learning_check:ppo_mlp:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_mlp(trained),ppo_mlp(untrained),12,-49.887078,-50.023883,0.136804,-4.290095,5.120473,0.95,0.954102,exact_sign_flip,1.0,False,-0.076389,negligible,no_detectable_difference,True,"ppo_mlp(trained) vs ppo_mlp(untrained) on stationary: no detectable difference (mean difference 0.137, 95% CI [-4.290, 5.120], p=0.954 (exact_sign_flip), n=12)."
F5_learning_check:ppo_transformer:trained_vs_untrained:stationary,F5_learning_check,stationary,ppo_transformer(trained),ppo_transformer(untrained),12,-50.156058,-52.229704,2.073647,-0.358538,4.446629,0.95,0.13623,exact_sign_flip,1.0,False,0.402778,medium,no_detectable_difference,True,"ppo_transformer(trained) vs ppo_transformer(untrained) on stationary: no detectable difference (mean difference 2.074, 95% CI [-0.359, 4.447], p=0.136 (exact_sign_flip), n=12)."
F6_vs_greedy_baseline:ppo_cfc_dtblind_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_cfc_dtblind,greedy_heuristic,12,-69.770118,4.285261,-74.055378,-75.991899,-72.113933,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc_dtblind scored 74.055 lower than greedy_heuristic on bursty_irregular (95% CI [-75.992, -72.114], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_cfc,greedy_heuristic,12,-67.19314,4.285261,-71.478401,-74.84129,-68.020946,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc scored 71.478 lower than greedy_heuristic on bursty_irregular (95% CI [-74.841, -68.021], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_gru_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_gru,greedy_heuristic,12,-67.805427,4.285261,-72.090688,-73.499764,-70.485139,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_gru scored 72.091 lower than greedy_heuristic on bursty_irregular (95% CI [-73.500, -70.485], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_cfc_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_ltc_cfc,greedy_heuristic,12,-68.606837,4.285261,-72.892098,-75.923716,-69.83454,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc_cfc scored 72.892 lower than greedy_heuristic on bursty_irregular (95% CI [-75.924, -69.835], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_ltc,greedy_heuristic,12,-69.383842,4.285261,-73.669102,-76.427885,-71.108481,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc scored 73.669 lower than greedy_heuristic on bursty_irregular (95% CI [-76.428, -71.108], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_mlp_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_mlp,greedy_heuristic,12,-67.158596,4.285261,-71.443856,-73.61358,-69.426948,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_mlp scored 71.444 lower than greedy_heuristic on bursty_irregular (95% CI [-73.614, -69.427], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_transformer_vs_greedy_heuristic:bursty_irregular,F6_vs_greedy_baseline,bursty_irregular,ppo_transformer,greedy_heuristic,12,-68.582513,4.285261,-72.867774,-74.745291,-71.098708,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_transformer scored 72.868 lower than greedy_heuristic on bursty_irregular (95% CI [-74.745, -71.099], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_dtblind_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_cfc_dtblind,greedy_heuristic,12,-88.956494,-21.375314,-67.58118,-69.87925,-65.139592,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc_dtblind scored 67.581 lower than greedy_heuristic on interference_heavy (95% CI [-69.879, -65.140], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_cfc,greedy_heuristic,12,-87.870247,-21.375314,-66.494933,-68.38487,-64.388596,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc scored 66.495 lower than greedy_heuristic on interference_heavy (95% CI [-68.385, -64.389], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_gru_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_gru,greedy_heuristic,12,-87.640604,-21.375314,-66.26529,-68.567597,-63.928815,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_gru scored 66.265 lower than greedy_heuristic on interference_heavy (95% CI [-68.568, -63.929], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_cfc_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_ltc_cfc,greedy_heuristic,12,-89.48131,-21.375314,-68.105996,-69.96337,-66.196813,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc_cfc scored 68.106 lower than greedy_heuristic on interference_heavy (95% CI [-69.963, -66.197], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_ltc,greedy_heuristic,12,-88.128323,-21.375314,-66.753009,-70.489446,-63.508478,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc scored 66.753 lower than greedy_heuristic on interference_heavy (95% CI [-70.489, -63.508], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_mlp_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_mlp,greedy_heuristic,12,-88.882575,-21.375314,-67.507261,-70.815792,-64.209484,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_mlp scored 67.507 lower than greedy_heuristic on interference_heavy (95% CI [-70.816, -64.209], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_transformer_vs_greedy_heuristic:interference_heavy,F6_vs_greedy_baseline,interference_heavy,ppo_transformer,greedy_heuristic,12,-89.848074,-21.375314,-68.47276,-70.87378,-65.946203,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_transformer scored 68.473 lower than greedy_heuristic on interference_heavy (95% CI [-70.874, -65.946], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_dtblind_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_cfc_dtblind,greedy_heuristic,12,-50.820827,21.077417,-71.898245,-75.156485,-68.363645,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc_dtblind scored 71.898 lower than greedy_heuristic on irregular_dt (95% CI [-75.156, -68.364], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_cfc,greedy_heuristic,12,-50.828057,21.077417,-71.905474,-74.503186,-69.431829,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc scored 71.905 lower than greedy_heuristic on irregular_dt (95% CI [-74.503, -69.432], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_gru_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_gru,greedy_heuristic,12,-51.723982,21.077417,-72.801399,-75.846567,-69.623062,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_gru scored 72.801 lower than greedy_heuristic on irregular_dt (95% CI [-75.847, -69.623], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_cfc_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_ltc_cfc,greedy_heuristic,12,-50.459529,21.077417,-71.536947,-74.522281,-68.925225,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc_cfc scored 71.537 lower than greedy_heuristic on irregular_dt (95% CI [-74.522, -68.925], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_ltc,greedy_heuristic,12,-49.41069,21.077417,-70.488108,-74.402212,-66.611436,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc scored 70.488 lower than greedy_heuristic on irregular_dt (95% CI [-74.402, -66.611], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_mlp_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_mlp,greedy_heuristic,12,-52.8814,21.077417,-73.958817,-76.597758,-71.159481,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_mlp scored 73.959 lower than greedy_heuristic on irregular_dt (95% CI [-76.598, -71.159], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_transformer_vs_greedy_heuristic:irregular_dt,F6_vs_greedy_baseline,irregular_dt,ppo_transformer,greedy_heuristic,12,-48.634344,21.077417,-69.711761,-72.533202,-67.249542,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_transformer scored 69.712 lower than greedy_heuristic on irregular_dt (95% CI [-72.533, -67.250], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_dtblind_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_cfc_dtblind,greedy_heuristic,12,-63.427836,17.687505,-81.115341,-82.390666,-79.765837,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc_dtblind scored 81.115 lower than greedy_heuristic on non_stationary (95% CI [-82.391, -79.766], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_cfc,greedy_heuristic,12,-62.194105,17.687505,-79.88161,-81.743618,-77.998306,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc scored 79.882 lower than greedy_heuristic on non_stationary (95% CI [-81.744, -77.998], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_gru_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_gru,greedy_heuristic,12,-61.611685,17.687505,-79.29919,-82.651789,-75.393047,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_gru scored 79.299 lower than greedy_heuristic on non_stationary (95% CI [-82.652, -75.393], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_cfc_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_ltc_cfc,greedy_heuristic,12,-62.952071,17.687505,-80.639576,-82.776776,-78.711745,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc_cfc scored 80.640 lower than greedy_heuristic on non_stationary (95% CI [-82.777, -78.712], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_ltc,greedy_heuristic,12,-63.484967,17.687505,-81.172473,-83.376789,-79.090489,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc scored 81.172 lower than greedy_heuristic on non_stationary (95% CI [-83.377, -79.090], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_mlp_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_mlp,greedy_heuristic,12,-62.491041,17.687505,-80.178546,-82.670456,-77.657287,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_mlp scored 80.179 lower than greedy_heuristic on non_stationary (95% CI [-82.670, -77.657], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_transformer_vs_greedy_heuristic:non_stationary,F6_vs_greedy_baseline,non_stationary,ppo_transformer,greedy_heuristic,12,-61.931212,17.687505,-79.618718,-81.783155,-77.190878,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_transformer scored 79.619 lower than greedy_heuristic on non_stationary (95% CI [-81.783, -77.191], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_dtblind_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_cfc_dtblind,greedy_heuristic,12,-49.689345,19.781153,-69.470497,-71.924338,-67.35016,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc_dtblind scored 69.470 lower than greedy_heuristic on stationary (95% CI [-71.924, -67.350], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_cfc_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_cfc,greedy_heuristic,12,-52.801576,19.781153,-72.582729,-75.056725,-69.854504,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_cfc scored 72.583 lower than greedy_heuristic on stationary (95% CI [-75.057, -69.855], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_gru_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_gru,greedy_heuristic,12,-52.972068,19.781153,-72.75322,-75.399427,-70.268976,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_gru scored 72.753 lower than greedy_heuristic on stationary (95% CI [-75.399, -70.269], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_cfc_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_ltc_cfc,greedy_heuristic,12,-51.611391,19.781153,-71.392544,-73.050294,-69.630837,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc_cfc scored 71.393 lower than greedy_heuristic on stationary (95% CI [-73.050, -69.631], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_ltc_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_ltc,greedy_heuristic,12,-51.054816,19.781153,-70.835969,-72.612116,-69.100627,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_ltc scored 70.836 lower than greedy_heuristic on stationary (95% CI [-72.612, -69.101], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_mlp_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_mlp,greedy_heuristic,12,-49.887078,19.781153,-69.668231,-72.875365,-66.158595,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_mlp scored 69.668 lower than greedy_heuristic on stationary (95% CI [-72.875, -66.159], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F6_vs_greedy_baseline:ppo_transformer_vs_greedy_heuristic:stationary,F6_vs_greedy_baseline,stationary,ppo_transformer,greedy_heuristic,12,-50.156058,19.781153,-69.93721,-72.473003,-67.582349,0.95,0.000488,exact_sign_flip,0.01709,True,-1.0,large,favours_b,False,"ppo_transformer scored 69.937 lower than greedy_heuristic on stationary (95% CI [-72.473, -67.582], p=0.000 (exact_sign_flip), n=12, Cliff's delta -1.000 [large])."
F7:flat_vs_centralized,F7_federated,federated,flat_federated,centralized,12,-63.314585,-61.564373,-1.750212,-4.882711,1.327112,0.95,0.31543,exact_sign_flip,0.31543,False,-0.3125,small,no_detectable_difference,True,"flat_federated vs centralized on federated: no detectable difference (mean difference -1.750, 95% CI [-4.883, 1.327], p=0.315 (exact_sign_flip), n=12)."
F7:hier_vs_centralized,F7_federated,federated,hierarchical_federated,centralized,12,-64.308747,-61.564373,-2.744374,-5.389778,-0.057638,0.95,0.081543,exact_sign_flip,0.244629,False,-0.472222,medium,favours_b,False,"hierarchical_federated scored 2.744 lower than centralized on federated (95% CI [-5.390, -0.058], p=0.082 (exact_sign_flip), n=12, Cliff's delta -0.472 [medium])."
F7:hier_vs_flat,F7_federated,federated,hierarchical_federated,flat_federated,12,-64.308747,-63.314585,-0.994162,-2.58206,-0.008986,0.95,0.125,exact_sign_flip,0.25,False,-0.145833,negligible,favours_b,False,"hierarchical_federated scored 0.994 lower than flat_federated on federated (95% CI [-2.582, -0.009], p=0.125 (exact_sign_flip), n=12, Cliff's delta -0.146 [negligible])."
