episode_reward,spectrum_utilization,collision_rate,success_rate,wall_clock_proxy_time,policy_entropy,background_fairness,steps,train_step,episode_length,wall_clock_training_seconds
-42.773897950723764,0.15320095629431307,0.625,0.375,64.0,2.043851375579834,0.9950253367424011,64.0,64.0,64.0,0.21204394893720746
-50.35781423225998,0.1335340973455459,0.65625,0.34375,64.0,2.0335569381713867,0.9975569844245911,64.0,128.0,64.0,0.208062321995385
-58.96689181290568,0.11001400416716933,0.703125,0.296875,64.0,2.0496137142181396,0.9997482299804688,64.0,192.0,64.0,0.21311141992919147
-63.97379239089789,0.10278163431212306,0.734375,0.265625,64.0,1.9907875061035156,0.9970157146453857,64.0,256.0,64.0,0.2218155530281365
-33.83617200553416,0.1882007485255599,0.5625,0.4375,64.0,1.9810301065444946,0.9975762367248535,64.0,320.0,64.0,0.21564997103996575
-39.30628148093819,0.15303390100598335,0.578125,0.421875,64.0,1.9541832208633423,0.9992700815200806,64.0,384.0,64.0,0.21670369408093393
-30.46969268154352,0.18597304448485374,0.53125,0.46875,64.0,1.9103913307189941,0.998897910118103,64.0,448.0,64.0,0.22255162196233869
-54.13556912606584,0.12847573007456958,0.671875,0.328125,64.0,1.8987232446670532,0.9992145299911499,64.0,512.0,64.0,1.1016205470077693
-48.70205338471572,0.13804081128910184,0.640625,0.359375,64.0,1.9609360694885254,0.9985712170600891,64.0,576.0,64.0,0.2061677590245381
-47.3871029334143,0.14736690162681043,0.640625,0.359375,64.0,1.954121708869934,0.9975650906562805,64.0,640.0,64.0,0.20229684899095446
-66.34192540328952,0.08794535207562149,0.75,0.25,64.0,1.9461026191711426,0.9988771677017212,64.0,704.0,64.0,0.20635228895116597
-38.29329866459595,0.17316893651150167,0.59375,0.40625,64.0,1.942859172821045,0.9978898763656616,64.0,768.0,64.0,0.21028375602327287
-50.43999124281109,0.13874800479970872,0.65625,0.34375,64.0,1.8673720359802246,0.9987878799438477,64.0,832.0,64.0,0.20898331992793828
-64.30667925812304,0.10445644659921527,0.75,0.25,64.0,1.8583329916000366,0.9999188184738159,64.0,896.0,64.0,0.2288153290282935
-61.263443585112725,0.10742783104069531,0.71875,0.28125,64.0,1.8017629384994507,0.9992291331291199,64.0,960.0,64.0,0.21679617010522634
-55.24458636548372,0.12219144683331251,0.6875,0.3125,64.0,1.8938205242156982,0.9922634959220886,64.0,1024.0,64.0,1.2197120389901102
-43.147397927567404,0.15488193416967988,0.609375,0.390625,64.0,1.9142462015151978,0.9963521361351013,64.0,1088.0,64.0,0.21720009006094187
-38.11390014393255,0.1689573924522847,0.578125,0.421875,64.0,1.8839677572250366,0.9997475743293762,64.0,1152.0,64.0,0.21428791794460267
-37.93598359618336,0.1594037984032184,0.578125,0.421875,64.0,1.9107348918914795,0.9995943307876587,64.0,1216.0,64.0,0.20369888201821595
-48.51023982446639,0.14563108375295997,0.640625,0.359375,64.0,2.017289876937866,0.999370276927948,64.0,1280.0,64.0,0.2056005960330367
-46.343942944519235,0.13624301459640265,0.625,0.375,64.0,1.6846246719360352,0.9990706443786621,64.0,1344.0,64.0,0.2053987750550732
-37.10726497918367,0.1686328649520874,0.5625,0.4375,64.0,1.9251618385314941,0.9995101094245911,64.0,1408.0,64.0,0.20721339294686913
-54.51286177672445,0.12262130156159401,0.671875,0.328125,64.0,1.8118579387664795,0.9983034729957581,64.0,1472.0,64.0,0.23255748196970671
-44.567097619548456,0.1626546340994537,0.640625,0.359375,64.0,1.849312424659729,0.9940557479858398,64.0,1536.0,64.0,1.1578596329782158
