policy_loss,value_loss,entropy,approx_kl
-0.005029715597629547,415.42095947265625,2.036152203877767,0.002659748618801435
-0.003835251865287622,133.7946014404297,2.0399951934814453,0.002949290598432223
-0.0037371739745140076,250.42797342936197,2.039522091547648,0.0013155446698268254
-0.010701951881249746,225.3054656982422,2.036080519358317,0.0011266376823186874
-0.00474737212061882,263.52843221028644,2.030061642328898,0.007384894415736198
-0.0014396111170450847,230.30302937825522,2.024388154347738,0.001982050637404124
-0.0014407727867364883,208.37714131673178,2.0104661782582602,0.0022111237049102783
-0.00018305362512667975,171.01895141601562,2.0051618417104087,0.0011651845028003056
-0.005304493010044098,268.12408447265625,1.9976228872934978,0.0026824294279019036
-0.0018340819515287876,215.08471171061197,1.9872962633768718,0.0019623233626286187
-0.0031611820062001548,310.2409261067708,1.9768367608388264,0.004953299338618915
-0.0013469643890857697,285.1118672688802,1.9749444325764973,0.000944345568617185
0.0005836542695760727,181.63024393717447,1.9776694377263386,0.0012806430459022522
-0.00034903765966494876,298.53819783528644,1.9824464321136475,0.0006464465210835139
-0.005673715223868688,279.51414998372394,1.9806856314341228,0.0007289790858825048
-0.006011712985734145,212.77619425455728,1.9772942463556926,0.007767444476485252
0.0007981794575850169,252.79261779785156,1.9641546805699666,0.0035719561080137887
-0.004965369900067647,216.1540730794271,1.9482974608739216,0.002300980190436045
-0.0003748933474222819,213.92811075846353,1.92921249071757,0.0008480815837780634
0.000993478111922741,259.5258076985677,1.9114173253377278,0.002690201004346212
-0.002515884737173716,157.26060994466147,1.897219141324361,0.0019519124180078506
-0.0002791670461495717,270.2093912760417,1.886713941891988,0.0015509737034638722
-0.010842091714342436,215.08475748697916,1.8680065870285034,0.0016676175097624462
-0.002901095896959305,272.96375528971356,1.8355270226796467,0.0056448249767224
