episode_reward,spectrum_utilization,collision_rate,success_rate,wall_clock_proxy_time,policy_entropy,background_fairness,steps,train_step,episode_length,wall_clock_training_seconds
-77.427309615165,0.07491930294781923,0.8125,0.1875,103.50158443980878,2.016536235809326,0.9974930286407471,64.0,64.0,64.0,0.1172319200122729
-72.80617016851903,0.07804125803522766,0.78125,0.21875,100.34084028757086,1.9405303001403809,0.9964560866355896,64.0,128.0,64.0,0.1166097519453615
-69.57429149448872,0.09831250109709799,0.78125,0.21875,113.68191198739589,2.009943723678589,0.9989393949508667,64.0,192.0,64.0,0.11596040998119861
-71.6968282070011,0.0857054553925991,0.796875,0.203125,95.44701136732432,2.041611671447754,0.9963125586509705,64.0,256.0,64.0,0.1170394760556519
-67.02694982448595,0.09085564152337611,0.75,0.25,113.2449477215809,1.9784302711486816,0.9980047345161438,64.0,320.0,64.0,0.11789014306850731
-85.42943236418071,0.056879221461713314,0.875,0.125,99.54953667569791,2.0318093299865723,0.9985451102256775,64.0,384.0,64.0,0.11618097906466573
-90.05684127043935,0.04279906093142927,0.890625,0.109375,90.09122347779228,2.0478739738464355,0.9988179802894592,64.0,448.0,64.0,0.11647176102269441
-57.497506364062446,0.12500149314291775,0.6875,0.3125,102.37410238437107,2.0347673892974854,0.9979561567306519,64.0,512.0,64.0,0.62299142498523
-80.84663472138348,0.05772255756892264,0.828125,0.171875,111.65062658315645,2.0016555786132812,0.9982306361198425,64.0,576.0,64.0,0.11647279397584498
-82.0874174302444,0.05644849315285683,0.828125,0.171875,92.25839617087205,1.8908343315124512,0.9954636693000793,64.0,640.0,64.0,0.11638261296320707
-78.81959355883302,0.06515534641221166,0.828125,0.171875,100.78897184408386,1.9429435729980469,0.9990752339363098,64.0,704.0,64.0,0.11689329997170717
-80.29483014903964,0.06297064502723515,0.828125,0.171875,106.57116019054008,2.0267651081085205,0.9979689717292786,64.0,768.0,64.0,0.11769151699263602
-71.12081290204078,0.08929546526633203,0.78125,0.21875,101.82188106915454,2.028203010559082,0.9957994818687439,64.0,832.0,64.0,0.11805809405632317
-86.58767254138368,0.05603457894176245,0.875,0.125,106.00139518079314,1.9029226303100586,0.9991467595100403,64.0,896.0,64.0,0.11781520303338766
-86.6700092842337,0.05111905559897423,0.875,0.125,101.90634947538958,1.8747904300689697,0.9975222945213318,64.0,960.0,64.0,0.11714411596767604
-77.23489915281537,0.07135245436802506,0.8125,0.1875,102.08326233547498,1.970365047454834,0.9988325238227844,64.0,1024.0,64.0,0.6369929689681157
-60.13090214878326,0.11108303791843355,0.703125,0.296875,91.53080222401005,1.920274019241333,0.9980448484420776,64.0,1088.0,64.0,0.1195097069721669
-85.7432068221271,0.052588000893592834,0.875,0.125,95.27889804852443,1.9898812770843506,0.9995303750038147,64.0,1152.0,64.0,0.11798208800610155
-73.39295508228248,0.08887702831998467,0.796875,0.203125,103.68914641944045,2.0144386291503906,0.9984756112098694,64.0,1216.0,64.0,0.11827535298652947
-82.48385600913318,0.0591163937933743,0.859375,0.140625,106.14657647328963,1.9267748594284058,0.9990819096565247,64.0,1280.0,64.0,0.11932583700399846
-83.3839538104832,0.06109826732426882,0.859375,0.140625,95.63722136083057,1.94535493850708,0.9956852197647095,64.0,1344.0,64.0,0.12155530892778188
-76.4004133652896,0.07597218453884125,0.8125,0.1875,109.52047778167953,2.030569314956665,0.9964670538902283,64.0,1408.0,64.0,0.12413545290473849
-85.608019390516,0.06235268199816346,0.859375,0.140625,111.81583695284995,1.9756466150283813,0.9994333982467651,64.0,1472.0,64.0,0.11741645901929587
-70.94974870402368,0.09677938651293516,0.78125,0.21875,104.5308142781625,2.015984535217285,0.9985322952270508,64.0,1536.0,64.0,0.62355389399454
