policy_loss,value_loss,entropy,approx_kl
-0.005431440969308217,185.11842346191406,2.064088741938273,0.002251315861940384
-0.0005778580283125242,357.3577168782552,2.061202128728231,0.0026397754748662314
-0.00645871398349603,352.2170715332031,2.0594632625579834,0.003287487973769506
-0.004285696893930435,345.43585205078125,2.0516327222188315,0.004159396514296532
-0.0027294382452964783,166.9190877278646,2.050041437149048,0.0006744501491387686
-0.0035710729037721953,181.0900421142578,2.040910005569458,0.006538627048333486
-0.0035241451114416122,242.38568115234375,2.0314087867736816,0.0052452286084493
-0.005224601986507575,322.46642049153644,2.0131843090057373,0.0017520648737748463
0.00022467908759911856,230.09907023111978,1.989080270131429,0.003534813101092974
-0.00639942226310571,125.36024475097656,1.9657156070073445,0.003772805134455363
-0.007127879808346431,252.05775451660156,1.9221417506535847,0.001261999209721883
-0.0055030469472209615,168.12347920735678,1.8676859935124714,0.0033856512357791266
0.00040575706710418064,217.16578165690103,1.8114984432856243,0.006303011750181516
0.0008259421835343043,235.61544291178384,1.7464564243952434,0.0009117908775806427
-0.009566867568840584,212.57915751139322,1.7133285999298096,0.0039698692659537
-0.0053070904687047005,241.38094584147134,1.6540297269821167,0.002955020715792974
-0.0012142807245254517,312.0738830566406,1.593327482541402,0.002864611024657885
-0.006174842516581218,277.62571207682294,1.5578606923421223,0.0017684617390235264
0.00032007632156213123,356.39455159505206,1.5361792643864949,0.0013689417392015457
-0.00162840789804856,200.51199849446616,1.4998135964075725,0.005347332606712977
-0.004967657228310903,230.1814422607422,1.4767314195632935,0.00277755968272686
-0.006870323481659095,212.11074829101562,1.479282816251119,0.004228588193655014
-0.011015312125285467,187.25139363606772,1.4901473919550579,0.00270844375093778
0.0005282989392677943,62.11017608642578,1.499842882156372,0.0041411810865004854
