policy_loss,value_loss,entropy,approx_kl
-0.0037084855139255524,323.34349568684894,2.0739503701527915,0.0008432908604542414
-0.00029105817278226215,359.37181599934894,2.071946620941162,0.0005225775142510732
-0.0009535271674394608,214.09199015299478,2.0712802410125732,0.0006309555222590765
-0.00023839001854260763,368.90184529622394,2.068931738535563,0.0007382867236932119
-0.001631924882531166,167.58886210123697,2.069767157236735,0.0005828365683555603
-0.0016657661957045395,354.68175252278644,2.0666720867156982,0.0018883651743332546
-0.0013611425335208576,283.4941813151042,2.062797943751017,0.0010199670990308125
-0.0005752574652433395,253.52143351236978,2.0611655712127686,0.00044585391879081726
-2.7520271639029186e-05,309.07912190755206,2.055701732635498,0.0006650766978661219
-0.0013777893036603928,370.316650390625,2.0507546265920005,0.0018980285773674648
-0.0007239220043023428,203.97906494140625,2.04655385017395,0.00016603184243043265
-5.200474212567011e-05,196.3753407796224,2.0418094793955484,0.0005466099828481674
-0.0005322284996509552,247.14420064290366,2.0393735567728677,0.001325196276108424
-0.002892815818389257,275.8247477213542,2.03702712059021,0.0004301586498816808
-0.0020814177890618644,266.44115193684894,2.0334935983022056,0.0016640393684307735
-0.0017700220147768657,217.22101847330728,2.0293191274007163,0.001460991178949674
-0.0011600206295649211,188.47407023111978,2.0283923943837485,0.0003131323804457982
-0.00041932488481203717,159.7559560139974,2.0258005460103354,0.0018820383896430333
-0.0020220503211021423,405.4404805501302,2.023057460784912,0.0026454894493023553
-0.005701860412955284,265.1107686360677,2.0214964548746743,0.0001848911245663961
0.0004757375766833623,208.66052754720053,2.0210514863332114,0.002533956120411555
0.00012392705927292505,252.91399637858072,2.0168909231821694,0.00029139965772628784
-0.0004033759857217471,303.9498799641927,2.014647960662842,0.00032357002298037213
0.0003783249606688817,269.2594401041667,2.0097058614095054,0.0015136729925870895
