episode_reward,spectrum_utilization,collision_rate,success_rate,wall_clock_proxy_time,policy_entropy,background_fairness,steps,train_step,episode_length,wall_clock_training_seconds
-70.39189138300719,0.09379458171315491,0.75,0.25,64.0,1.9946277141571045,0.9990675449371338,64.0,64.0,64.0,0.11457279697060585
-86.76130326814021,0.052879275754094124,0.828125,0.171875,64.0,2.064324140548706,0.9953813552856445,64.0,128.0,64.0,0.11339590605348349
-80.4371930971742,0.06840473366901278,0.828125,0.171875,64.0,2.047410011291504,0.99789959192276,64.0,192.0,64.0,0.11258214502595365
-77.31305842362347,0.06653132103383541,0.78125,0.21875,64.0,2.0049946308135986,0.9961177110671997,64.0,256.0,64.0,0.11348251602612436
-60.70509230336175,0.11347012920305133,0.6875,0.3125,64.0,1.9891728162765503,0.9985992312431335,64.0,320.0,64.0,0.11614365293644369
-82.17524027079347,0.06694798287935555,0.84375,0.15625,64.0,2.0389490127563477,0.9988771677017212,64.0,384.0,64.0,0.1350022229598835
-53.46007693149152,0.13890460459515452,0.640625,0.359375,64.0,2.013998031616211,0.9968706965446472,64.0,448.0,64.0,0.1457881920505315
-69.46900869049134,0.08052900712937117,0.75,0.25,64.0,2.0564281940460205,0.9982882738113403,64.0,512.0,64.0,0.6593454029643908
-81.34793302062901,0.05731169041246176,0.828125,0.171875,64.0,1.9791467189788818,0.9979866147041321,64.0,576.0,64.0,0.11629839998204261
-70.8120996311307,0.09368734247982502,0.75,0.25,64.0,1.9783990383148193,0.9972987174987793,64.0,640.0,64.0,0.11461590393446386
-76.17673679441215,0.07215305301360786,0.78125,0.21875,64.0,2.038623809814453,0.998731791973114,64.0,704.0,64.0,0.11394282290711999
-67.62526330910626,0.11077691824175417,0.734375,0.265625,64.0,1.9817352294921875,0.9985508322715759,64.0,768.0,64.0,0.11386715201660991
-79.4890031467192,0.0717625804245472,0.8125,0.1875,64.0,1.9641790390014648,0.996373176574707,64.0,832.0,64.0,0.11495453002862632
-74.50057612471284,0.07386089395731688,0.765625,0.234375,64.0,2.004037380218506,0.9976636171340942,64.0,896.0,64.0,0.11545634805224836
-63.139658209495266,0.09795287763699889,0.71875,0.28125,64.0,2.0597329139709473,0.9982064962387085,64.0,960.0,64.0,0.11443454993423074
-78.48044194541873,0.07067713141441345,0.796875,0.203125,64.0,1.9133861064910889,0.9971647262573242,64.0,1024.0,64.0,0.6390556859550998
-86.0609414631501,0.04967599571682513,0.859375,0.140625,64.0,1.8172286748886108,0.9991090893745422,64.0,1088.0,64.0,0.1296487608924508
-87.62881979718806,0.0530494584236294,0.859375,0.140625,64.0,1.8995884656906128,0.9981183409690857,64.0,1152.0,64.0,0.1260330630466342
-85.02764075882735,0.05897512915544212,0.84375,0.15625,64.0,1.9375653266906738,0.9955697059631348,64.0,1216.0,64.0,0.12638590193819255
-71.63010637313131,0.09534009825438261,0.765625,0.234375,64.0,1.9636774063110352,0.9990411400794983,64.0,1280.0,64.0,0.14078051107935607
-89.26073370724917,0.053358505479991436,0.859375,0.140625,64.0,1.8442492485046387,0.9979415535926819,64.0,1344.0,64.0,0.1461941140005365
-77.62892724517734,0.07263065525330603,0.796875,0.203125,64.0,1.8195446729660034,0.9981392025947571,64.0,1408.0,64.0,0.1464282200904563
-76.6707965804264,0.08006529696285725,0.8125,0.1875,64.0,1.9092319011688232,0.9961591362953186,64.0,1472.0,64.0,0.13438855903223157
-77.19405685774987,0.07550723594613373,0.78125,0.21875,64.0,1.911600112915039,0.9980313777923584,64.0,1536.0,64.0,0.6282354600261897
